user_id,signup_date,acquisition_source,device_type,campaign_id,signup_method,gender,age_group,job_category,state,current_plan,plan_start_date,is_activated,activation_date,churn_date,cancel_reason,total_sessions,total_lessons_completed,last_active_date
U-04732,2024-08-27,google_ads,web,CMP-003,naver,female,30-34,student,free_active,,,False,,,,19,2,2025-05-19
U-04733,2024-07-18,youtube,web,CMP-011,email,male,40+,student,churned,,,False,,2024-09-10,,0,0,2024-09-10
U-04734,2024-12-12,meta_ads,web,CMP-004,naver,female,30-34,marketing,free_active,,,False,,,,4,0,2025-03-25
U-04735,2024-11-04,organic,web,,kakao,female,25-29,marketing,resurrected,monthly_basic,2025-04-06,False,,2025-02-10,content_quality,17,11,2025-05-23
U-04736,2024-12-14,organic,android,,kakao,male,20-24,hr,free_active,,,False,,,,5,0,2025-05-25
U-04737,2024-03-14,content_marketing,android,CMP-007,email,female,25-29,finance,churned,,,False,,2025-04-27,too_expensive,7,12,2025-02-11
U-04738,2024-12-14,instagram_influencer,ios,CMP-012,email,female,40+,marketing,free_active,,,False,,,,13,2,2025-05-02
U-04739,2024-11-02,google_ads,web,CMP-002,email,female,35-39,office_admin,churned,,,False,,2025-01-30,too_expensive,0,0,2024-12-24
U-04740,2024-07-03,youtube,android,CMP-010,kakao,female,35-39,office_admin,resurrected,monthly_basic,2025-02-10,False,,2024-07-28,,16,5,2025-05-23
U-04741,2024-08-24,organic,web,,kakao,male,30-34,student,churned,,,False,,2025-03-30,other,2,2,2025-01-27
U-04742,2025-01-02,youtube,ios,CMP-010,email,female,35-39,marketing,free_active,,,False,,,,9,3,2025-03-02
U-04743,2024-05-03,content_marketing,ios,CMP-007,naver,male,30-34,hr,churned,,,False,,2025-03-20,too_expensive,1,0,2025-01-26
U-04744,2024-08-03,meta_ads,web,CMP-006,google,male,25-29,hr,churned,,,False,,2024-09-03,,0,0,2024-09-03
U-04745,2024-12-14,content_marketing,web,CMP-007,email,male,30-34,design,churned,,,False,,2025-01-29,content_quality,0,1,2024-12-28
U-04746,2024-10-05,content_marketing,web,CMP-007,google,female,30-34,design,churned,,,False,,2024-11-15,,0,0,2024-11-15
U-04747,2024-06-14,organic,web,,google,male,25-29,office_admin,churned,,,False,,2025-02-15,not_using,0,0,2024-12-23
U-04748,2024-09-27,google_ads,android,CMP-003,email,female,25-29,developer,churned,monthly_pro,2024-10-07,False,,2024-11-02,too_expensive,0,3,2024-11-02
U-04749,2024-09-16,organic,ios,,naver,female,25-29,student,churned,,,False,,2024-11-05,,0,0,2024-11-05
U-04750,2024-12-25,content_marketing,ios,CMP-007,google,other,25-29,marketing,active,monthly_basic,2025-01-04,False,,,,50,16,2025-05-22
U-04751,2024-03-16,content_marketing,android,CMP-007,google,male,25-29,sales,churned,,,False,,2024-04-05,,0,0,2024-04-05
U-04752,2024-07-09,google_ads,ios,CMP-001,email,male,25-29,student,churned,,,False,,2025-02-06,too_expensive,0,0,2025-01-05
U-04753,2024-10-05,organic,android,,naver,female,30-34,other,churned,,,False,,2024-10-25,,0,0,2024-10-25
U-04754,2024-08-09,content_marketing,android,CMP-007,kakao,female,20-24,hr,churned,,,False,,2024-09-24,,0,10,2024-09-24
U-04755,2024-08-28,google_ads,android,CMP-002,email,female,25-29,sales,churned,,,False,,2025-03-26,not_using,5,6,2025-02-15
U-04756,2024-06-01,youtube,web,CMP-011,email,male,30-34,student,churned,,,False,,2025-05-20,too_expensive,9,6,2025-03-25
U-04757,2024-08-14,organic,web,,google,female,30-34,other,churned,,,False,,2025-02-25,found_alternative,0,0,2024-12-29
U-04758,2024-08-15,google_ads,android,CMP-003,email,male,30-34,student,free_active,,,False,,,,25,0,2025-05-14
U-04759,2024-10-27,meta_ads,android,CMP-004,email,male,20-24,design,churned,,,False,,2024-11-08,,0,1,2024-11-08
U-04760,2024-07-05,google_ads,ios,CMP-001,email,male,20-24,marketing,churned,,,False,,2024-08-24,,0,9,2024-08-24
U-04761,2025-01-02,content_marketing,android,CMP-008,google,male,35-39,office_admin,churned,,,True,2025-01-08,2025-01-10,trial_expired,1,0,2025-01-08
U-04762,2024-09-28,referral,ios,CMP-009,kakao,female,20-24,marketing,churned,,,False,,2024-10-18,,0,5,2024-10-18
U-04763,2024-12-04,youtube,web,CMP-011,naver,male,20-24,hr,active,annual_basic,2024-12-13,False,,,,72,35,2025-05-24
U-04764,2024-10-28,youtube,android,CMP-010,email,female,35-39,marketing,churned,,,False,,2025-03-23,not_using,7,1,2025-02-15
U-04765,2024-12-16,instagram_influencer,web,CMP-012,naver,female,20-24,design,free_active,,,False,,,,16,3,2025-05-05
U-04766,2024-12-18,google_ads,ios,CMP-003,google,female,20-24,other,churned,,,False,,2025-03-10,other,3,1,2025-02-06
U-04767,2024-12-05,youtube,android,CMP-011,email,female,30-34,design,resurrected,monthly_basic,2025-01-13,False,,2024-12-14,,53,13,2025-05-25
U-04768,2024-03-21,meta_ads,ios,CMP-005,naver,male,25-29,design,churned,,,False,,2025-02-01,not_using,0,4,2024-12-30
U-04769,2024-10-11,organic,web,,kakao,female,25-29,student,active,monthly_basic,2024-10-18,False,,,,70,59,2025-05-24
U-04770,2024-07-22,content_marketing,web,CMP-008,kakao,male,25-29,student,churned,,,False,,2025-04-18,other,10,3,2025-02-11
U-04771,2024-05-29,organic,ios,,kakao,female,25-29,office_admin,churned,,,False,,2024-07-06,,0,24,2024-07-06
U-04772,2024-12-20,youtube,ios,CMP-010,google,female,30-34,marketing,free_active,,,False,,,,26,7,2025-05-18
U-04773,2024-11-03,google_ads,ios,CMP-001,kakao,female,20-24,developer,active,monthly_basic,2024-11-10,False,,,,69,10,2025-05-24
U-04774,2024-04-26,referral,android,CMP-009,email,male,30-34,marketing,churned,,,False,,2025-05-16,technical_issues,0,0,2024-12-25
U-04775,2024-08-25,referral,ios,CMP-009,google,female,25-29,design,churned,,,False,,2024-10-20,,0,0,2024-10-20
U-04776,2024-12-30,instagram_influencer,ios,CMP-013,naver,female,30-34,other,resurrected,monthly_basic,2025-02-25,False,,2025-01-07,trial_expired,26,4,2025-05-21
U-04777,2024-10-25,youtube,web,CMP-011,kakao,male,25-29,design,resurrected,monthly_basic,2025-05-05,False,,2025-02-11,other,3,8,2025-05-14
U-04778,2024-10-27,organic,android,,email,female,20-24,finance,churned,,,False,,2024-12-15,,0,0,2024-12-15
U-04779,2024-07-01,content_marketing,ios,CMP-008,google,female,20-24,design,active,monthly_pro,2024-07-11,False,,,,51,20,2025-05-25
U-04780,2024-07-07,meta_ads,web,CMP-005,kakao,male,40+,marketing,resurrected,monthly_basic,2025-05-14,False,,2024-08-01,,2,6,2025-05-21
U-04781,2024-05-30,google_ads,ios,CMP-003,kakao,male,30-34,sales,churned,,,False,,2025-02-23,too_expensive,0,0,2025-01-04
U-04782,2025-01-01,instagram_influencer,android,CMP-013,kakao,male,30-34,student,churned,,,True,2025-01-06,2025-01-09,trial_expired,1,1,2025-01-06
U-04783,2024-12-22,instagram_influencer,ios,CMP-012,kakao,female,30-34,office_admin,free_active,,,False,,,,4,0,2025-02-01
U-04784,2024-08-08,organic,web,,naver,male,35-39,marketing,churned,,,False,,2025-04-24,other,7,1,2025-03-20
U-04785,2024-10-08,instagram_influencer,ios,CMP-013,kakao,female,25-29,student,churned,,,False,,2025-03-31,technical_issues,11,7,2025-02-27
U-04786,2024-06-23,instagram_influencer,android,CMP-012,kakao,male,25-29,office_admin,churned,,,False,,2025-02-23,not_using,4,0,2025-01-22
U-04787,2024-05-23,youtube,ios,CMP-011,email,male,35-39,marketing,churned,,,False,,2024-07-19,,0,0,2024-07-19
U-04788,2024-10-08,instagram_influencer,web,CMP-013,kakao,female,30-34,student,active,annual_basic,2024-10-16,False,,,,44,17,2025-05-24
U-04789,2024-12-02,organic,web,,email,female,35-39,marketing,churned,,,False,,2025-04-16,not_using,7,3,2025-03-12
U-04790,2024-12-14,youtube,web,CMP-010,email,female,25-29,student,free_active,,,False,,,,13,5,2025-03-20
U-04791,2024-08-01,content_marketing,ios,CMP-007,google,male,25-29,office_admin,resurrected,monthly_basic,2025-05-08,False,,2025-04-24,content_quality,11,14,2025-05-23
U-04792,2024-11-14,content_marketing,ios,CMP-008,naver,female,35-39,office_admin,resurrected,monthly_basic,2025-04-25,False,,2024-12-20,,10,5,2025-05-24
U-04793,2024-10-03,referral,ios,CMP-009,google,female,35-39,marketing,churned,,,False,,2024-11-30,,0,0,2024-11-30
U-04794,2024-05-21,organic,ios,,kakao,female,25-29,other,free_active,,,False,,,,10,17,2025-05-23
U-04795,2025-01-05,instagram_influencer,android,CMP-013,google,female,35-39,sales,churned,,,True,2025-01-08,2025-01-13,trial_expired,4,0,2025-01-10
U-04796,2025-01-02,meta_ads,web,CMP-005,kakao,female,35-39,student,active,monthly_basic,2025-01-10,True,2025-01-07,,,7,0,2025-04-15
U-04797,2024-05-26,instagram_influencer,web,CMP-012,google,female,20-24,student,churned,,,False,,2024-06-24,,0,0,2024-06-24
U-04798,2024-12-26,content_marketing,web,CMP-007,kakao,male,25-29,office_admin,churned,,,False,,2025-01-06,trial_expired,0,0,2025-01-06
U-04799,2024-12-23,content_marketing,android,CMP-007,google,female,30-34,student,churned,,,False,,2025-01-06,trial_expired,0,0,2025-01-04
U-04800,2024-08-04,content_marketing,ios,CMP-008,email,male,25-29,other,churned,,,False,,2025-05-21,content_quality,12,4,2025-03-15
U-04801,2024-10-12,youtube,android,CMP-011,kakao,female,25-29,other,resurrected,monthly_basic,2025-01-11,False,,2024-11-19,,47,17,2025-05-24
U-04802,2024-12-28,referral,ios,CMP-009,google,male,30-34,office_admin,active,monthly_basic,2025-01-07,False,,,,119,43,2025-05-25
U-04803,2024-05-13,content_marketing,ios,CMP-007,naver,male,25-29,student,churned,,,False,,2025-02-03,not_using,0,0,2025-01-03
U-04804,2024-08-04,youtube,ios,CMP-011,email,female,25-29,student,churned,,,False,,2024-09-01,,0,0,2024-09-01
U-04805,2024-12-17,google_ads,android,CMP-001,google,female,20-24,marketing,free_active,,,False,,,,11,0,2025-04-24
U-04806,2024-11-18,organic,web,,google,male,25-29,marketing,churned,,,False,,2024-12-24,,0,5,2024-12-24
U-04807,2024-11-26,youtube,web,CMP-011,email,male,35-39,marketing,churned,,,False,,2025-04-13,not_using,5,2,2025-01-27
U-04808,2024-12-17,google_ads,web,CMP-001,naver,female,40+,finance,free_active,,,False,,,,14,2,2025-02-24
U-04809,2024-09-03,content_marketing,android,CMP-008,email,female,20-24,marketing,churned,,,False,,2024-10-19,,0,6,2024-10-19
U-04810,2024-09-03,google_ads,web,CMP-003,kakao,other,30-34,hr,churned,,,False,,2025-04-12,too_expensive,10,1,2025-03-06
U-04811,2024-09-12,google_ads,android,CMP-001,naver,male,35-39,design,churned,,,False,,2024-10-23,,0,0,2024-10-23
U-04812,2024-12-26,youtube,web,CMP-010,naver,female,30-34,marketing,churned,,,False,,2025-01-06,trial_expired,0,0,2025-01-06
U-04813,2024-12-19,instagram_influencer,web,CMP-013,email,female,30-34,sales,churned,,,False,,2025-05-17,other,4,0,2025-02-27
U-04814,2024-12-26,meta_ads,web,CMP-004,kakao,male,35-39,marketing,churned,,,False,,2025-01-06,trial_expired,0,0,2025-01-05
U-04815,2024-07-19,organic,web,,google,female,35-39,developer,churned,,,False,,2024-09-08,,0,0,2024-09-08
U-04816,2024-11-28,google_ads,android,CMP-002,kakao,female,25-29,other,churned,,,False,,2024-12-25,,0,0,2024-12-25
U-04817,2024-05-07,content_marketing,android,CMP-007,google,female,25-29,developer,churned,,,False,,2025-02-27,found_alternative,0,0,2024-12-27
U-04818,2024-06-13,instagram_influencer,ios,CMP-012,google,female,35-39,student,churned,,,False,,2024-06-22,,0,0,2024-06-22
U-04819,2024-11-25,referral,android,CMP-009,google,female,30-34,marketing,resurrected,monthly_basic,2025-03-27,False,,2024-12-17,,38,14,2025-05-24
U-04820,2024-10-24,organic,android,,kakao,female,25-29,marketing,churned,,,False,,2024-12-01,,0,0,2024-12-01
U-04821,2024-07-17,meta_ads,ios,CMP-005,kakao,female,35-39,developer,churned,,,False,,2025-03-06,too_expensive,0,5,2024-12-30
U-04822,2024-10-14,organic,web,,kakao,male,30-34,marketing,active,monthly_basic,2024-10-23,False,,,,62,48,2025-05-25
U-04823,2024-07-03,organic,android,,google,female,30-34,sales,churned,,,False,,2024-08-11,,0,0,2024-08-11
U-04824,2024-07-03,google_ads,web,CMP-002,email,female,40+,office_admin,churned,,,False,,2025-02-04,technical_issues,0,0,2024-12-29
U-04825,2024-11-10,google_ads,web,CMP-003,google,female,25-29,other,active,monthly_basic,2024-11-17,False,,,,22,9,2025-04-29
U-04826,2024-08-18,google_ads,web,CMP-001,kakao,male,30-34,student,churned,,,False,,2025-05-15,not_using,5,5,2025-03-28
U-04827,2024-11-10,youtube,web,CMP-010,naver,male,35-39,marketing,active,annual_pro,2024-11-17,False,,,,70,32,2025-05-24
U-04828,2024-09-21,organic,ios,,google,female,35-39,design,resurrected,monthly_basic,2025-01-15,False,,2024-09-30,,85,52,2025-05-24
U-04829,2024-09-28,referral,ios,CMP-009,google,female,30-34,office_admin,resurrected,monthly_basic,2025-01-14,False,,2024-10-06,,102,46,2025-05-24
U-04830,2024-10-23,youtube,ios,CMP-011,kakao,female,25-29,design,churned,,,False,,2025-04-27,other,18,7,2025-03-12
U-04831,2024-11-15,content_marketing,web,CMP-008,email,female,20-24,marketing,active,monthly_basic,2024-11-22,False,,,,59,28,2025-05-24
U-04832,2024-08-22,organic,web,,email,male,25-29,marketing,active,monthly_basic,2024-09-01,False,,,,72,40,2025-05-20
U-04833,2024-12-12,instagram_influencer,ios,CMP-012,naver,female,35-39,sales,churned,,,False,,2025-01-27,content_quality,0,0,2024-12-25
U-04834,2024-09-25,youtube,web,CMP-011,kakao,male,25-29,marketing,free_active,,,False,,,,6,2,2025-03-26
U-04835,2024-05-22,youtube,web,CMP-011,kakao,female,20-24,marketing,churned,,,False,,2024-06-15,,0,0,2024-06-15
U-04836,2024-06-17,youtube,android,CMP-011,naver,male,35-39,marketing,churned,,,False,,2024-06-30,,0,0,2024-06-30
U-04837,2024-03-23,content_marketing,ios,CMP-007,email,female,25-29,other,churned,,,False,,2024-04-30,,0,16,2024-04-30
U-04838,2024-11-25,meta_ads,web,CMP-006,kakao,male,35-39,marketing,resurrected,monthly_basic,2025-05-10,False,,2024-12-21,,5,0,2025-05-22
U-04839,2024-03-11,instagram_influencer,web,CMP-013,google,male,25-29,office_admin,resurrected,monthly_basic,2025-04-25,False,,2024-04-06,,6,2,2025-05-19
U-04840,2024-07-18,instagram_influencer,web,CMP-013,email,male,30-34,sales,churned,,,False,,2025-03-02,technical_issues,3,10,2025-01-29
U-04841,2024-09-03,instagram_influencer,web,CMP-013,kakao,female,25-29,developer,free_active,,,False,,,,10,4,2025-03-05
U-04842,2024-11-21,google_ads,ios,CMP-001,email,female,35-39,office_admin,active,annual_pro,2024-12-01,False,,,,48,9,2025-04-21
U-04843,2025-01-04,content_marketing,android,CMP-008,email,female,30-34,marketing,churned,,,True,2025-01-08,2025-01-12,trial_expired,4,0,2025-01-08
U-04844,2024-11-24,google_ads,web,CMP-002,kakao,female,30-34,marketing,churned,,,False,,2025-01-05,,0,0,2025-01-05
U-04845,2024-04-14,youtube,ios,CMP-011,email,male,25-29,office_admin,churned,,,False,,2024-05-18,,0,13,2024-05-18
U-04846,2024-12-25,google_ads,android,CMP-001,kakao,male,25-29,other,resurrected,monthly_basic,2025-02-03,False,,2025-01-06,trial_expired,33,3,2025-05-22
U-04847,2025-01-03,instagram_influencer,android,CMP-012,kakao,female,30-34,office_admin,churned,,,True,2025-01-08,2025-01-11,trial_expired,2,0,2025-01-08
U-04848,2024-12-14,youtube,android,CMP-010,email,male,30-34,sales,churned,,,False,,2025-02-04,too_expensive,0,0,2024-12-24
U-04849,2024-09-25,meta_ads,ios,CMP-005,google,male,25-29,marketing,churned,,,False,,2024-10-12,,0,0,2024-10-12
U-04850,2024-08-06,meta_ads,android,CMP-004,kakao,male,20-24,marketing,resurrected,monthly_basic,2025-05-03,False,,2024-09-13,,0,0,2025-05-03
U-04851,2024-09-16,google_ads,android,CMP-003,email,male,20-24,sales,free_active,,,False,,,,14,3,2025-05-07
U-04852,2024-07-09,meta_ads,web,CMP-005,kakao,female,25-29,office_admin,churned,,,False,,2024-08-16,,0,0,2024-08-16
U-04853,2024-09-01,content_marketing,web,CMP-008,naver,female,35-39,hr,churned,,,False,,2024-10-04,,0,0,2024-10-04
U-04854,2024-03-30,content_marketing,android,CMP-007,email,female,20-24,other,churned,,,False,,2024-05-02,,0,0,2024-05-02
U-04855,2024-11-20,instagram_influencer,android,CMP-012,email,other,25-29,marketing,churned,,,False,,2025-01-06,,0,0,2025-01-06
U-04856,2024-08-24,instagram_influencer,android,CMP-012,kakao,female,25-29,student,churned,,,False,,2024-09-05,,0,0,2024-09-05
U-04857,2024-08-02,google_ads,android,CMP-002,kakao,female,25-29,developer,free_active,,,False,,,,23,10,2025-05-20
U-04858,2024-10-24,organic,android,,email,female,25-29,developer,churned,,,False,,2024-11-23,,0,0,2024-11-23
U-04859,2024-11-21,content_marketing,web,CMP-007,google,female,25-29,other,resurrected,monthly_basic,2025-05-03,False,,2024-12-19,,7,2,2025-05-17
U-04860,2024-10-20,organic,web,,email,female,35-39,hr,churned,,,False,,2025-03-03,other,1,0,2025-01-12
U-04861,2024-10-04,youtube,ios,CMP-011,email,male,35-39,marketing,churned,,,False,,2024-11-13,,0,0,2024-11-13
U-04862,2024-12-16,instagram_influencer,ios,CMP-012,email,female,30-34,design,free_active,,,False,,,,5,1,2025-04-06
U-04863,2024-11-30,meta_ads,web,CMP-006,kakao,male,30-34,student,resurrected,monthly_basic,2025-03-11,False,,2025-02-22,found_alternative,7,1,2025-04-09
U-04864,2024-10-02,organic,android,,google,male,40+,other,churned,,,False,,2024-11-22,,0,0,2024-11-22
U-04865,2024-09-14,youtube,ios,CMP-011,email,other,20-24,marketing,resurrected,monthly_basic,2025-04-07,False,,2024-10-20,,20,7,2025-05-24
U-04866,2024-12-07,content_marketing,android,CMP-008,kakao,female,30-34,sales,free_active,,,False,,,,4,1,2025-02-26
U-04867,2024-03-30,google_ads,web,CMP-003,kakao,female,20-24,design,churned,,,False,,2025-03-16,content_quality,6,2,2025-01-28
U-04868,2025-01-05,meta_ads,android,CMP-005,naver,female,30-34,marketing,resurrected,monthly_basic,2025-03-26,False,,2025-01-13,trial_expired,15,0,2025-05-24
U-04869,2024-10-02,instagram_influencer,ios,CMP-013,google,male,30-34,student,churned,,,False,,2024-10-18,,0,0,2024-10-18
U-04870,2024-08-29,google_ads,android,CMP-003,google,female,20-24,design,churned,,,False,,2025-05-21,too_expensive,11,9,2025-03-17
U-04871,2024-11-20,youtube,ios,CMP-010,google,other,40+,office_admin,free_active,,,False,,,,21,8,2025-05-12
U-04872,2024-10-12,content_marketing,ios,CMP-007,naver,male,30-34,finance,resurrected,monthly_basic,2025-05-11,False,,2025-03-26,too_expensive,8,9,2025-05-25
U-04873,2024-10-01,youtube,web,CMP-011,google,male,30-34,developer,free_active,,,False,,,,13,16,2025-03-12
U-04874,2024-10-29,referral,web,CMP-009,google,male,25-29,marketing,active,monthly_basic,2024-11-05,False,,,,74,34,2025-05-20
U-04875,2024-04-03,content_marketing,android,CMP-007,kakao,other,40+,finance,resurrected,monthly_basic,2025-02-08,False,,2024-05-07,,28,2,2025-05-25
U-04876,2024-07-26,organic,android,,email,female,30-34,office_admin,churned,,,False,,2025-05-22,technical_issues,2,7,2025-04-15
U-04877,2024-08-30,organic,web,,google,female,25-29,sales,active,annual_pro,2024-09-06,False,,,,71,58,2025-05-23
U-04878,2024-07-30,google_ads,web,CMP-001,kakao,male,35-39,finance,churned,,,False,,2025-05-25,other,17,4,2025-04-07
U-04879,2024-12-07,google_ads,android,CMP-001,email,female,25-29,marketing,churned,,,False,,2025-02-25,technical_issues,2,1,2025-01-13
U-04880,2024-09-17,google_ads,android,CMP-001,google,male,30-34,design,churned,,,False,,2025-04-14,too_expensive,12,3,2025-03-06
U-04881,2024-09-06,youtube,web,CMP-010,google,other,25-29,marketing,churned,,,False,,2024-10-03,,0,0,2024-10-03
U-04882,2024-10-25,content_marketing,web,CMP-007,kakao,male,35-39,sales,active,monthly_basic,2024-11-01,False,,,,66,34,2025-05-25
U-04883,2024-04-07,meta_ads,web,CMP-004,kakao,female,30-34,marketing,churned,,,False,,2024-04-26,,0,0,2024-04-26
U-04884,2024-10-02,content_marketing,web,CMP-007,kakao,male,30-34,student,churned,,,False,,2024-11-05,,0,4,2024-11-05
U-04885,2024-05-25,content_marketing,ios,CMP-008,kakao,male,30-34,office_admin,churned,,,False,,2024-06-30,,0,7,2024-06-30
U-04886,2024-12-08,google_ads,web,CMP-002,kakao,other,25-29,design,active,monthly_basic,2024-12-18,False,,,,46,15,2025-05-25
U-04887,2024-09-14,content_marketing,web,CMP-008,email,female,30-34,student,active,monthly_basic,2024-09-21,False,,,,55,22,2025-05-23
U-04888,2024-11-17,organic,ios,,kakao,male,30-34,finance,free_active,,,False,,,,5,2,2025-04-29
U-04889,2024-05-10,youtube,web,CMP-011,email,female,25-29,other,churned,,,False,,2025-05-19,too_expensive,1,1,2025-03-01
U-04890,2024-11-28,youtube,ios,CMP-011,naver,male,20-24,marketing,churned,,,False,,2024-12-08,,0,4,2024-12-08
U-04891,2024-12-26,meta_ads,android,CMP-005,email,female,35-39,developer,churned,,,False,,2025-01-06,trial_expired,0,0,2025-01-05
U-04892,2024-11-12,google_ads,ios,CMP-003,naver,female,25-29,student,churned,,,False,,2024-12-11,,0,0,2024-12-11
U-04893,2024-05-21,instagram_influencer,ios,CMP-012,naver,male,30-34,design,free_active,,,False,,,,13,2,2025-05-16
U-04894,2024-09-03,meta_ads,android,CMP-004,email,female,20-24,sales,churned,,,False,,2025-04-14,not_using,1,0,2025-01-06
U-04895,2024-09-14,instagram_influencer,web,CMP-013,kakao,male,30-34,other,resurrected,monthly_basic,2025-04-08,False,,2024-10-26,,10,5,2025-05-16
U-04896,2024-06-11,meta_ads,web,CMP-006,email,female,30-34,hr,churned,,,False,,2024-06-23,,0,0,2024-06-23
U-04897,2024-10-19,google_ads,ios,CMP-003,email,female,30-34,finance,active,annual_pro,2024-10-29,False,,,,60,11,2025-05-23
U-04898,2024-11-15,organic,web,,email,male,35-39,marketing,free_active,,,False,,,,25,9,2025-05-25
U-04899,2024-06-21,youtube,web,CMP-011,naver,male,30-34,marketing,churned,,,False,,2024-07-21,,0,0,2024-07-21
U-04900,2024-09-15,meta_ads,web,CMP-005,kakao,male,30-34,office_admin,churned,,,False,,2024-10-31,,0,0,2024-10-31
U-04901,2024-07-10,google_ads,ios,CMP-003,kakao,male,30-34,sales,churned,,,False,,2024-08-28,,0,0,2024-08-28
U-04902,2024-11-11,referral,web,CMP-009,kakao,male,35-39,marketing,churned,,,False,,2024-11-25,,0,0,2024-11-25
U-04903,2024-12-21,instagram_influencer,web,CMP-013,email,female,20-24,finance,churned,,,False,,2025-04-26,not_using,13,6,2025-03-18
U-04904,2024-12-02,referral,ios,CMP-009,email,female,40+,design,free_active,,,False,,,,0,0,2025-01-02
U-04905,2024-11-16,organic,web,,google,female,30-34,student,churned,,,False,,2025-02-20,other,1,1,2025-01-08
U-04906,2024-05-15,content_marketing,web,CMP-007,google,female,25-29,marketing,churned,,,False,,2024-06-13,,0,0,2024-06-13
U-04907,2024-05-11,organic,web,,email,male,25-29,student,churned,,,False,,2025-02-27,not_using,1,1,2025-01-07
U-04908,2024-09-14,instagram_influencer,ios,CMP-012,naver,female,30-34,office_admin,churned,,,False,,2024-10-25,,0,0,2024-10-25
U-04909,2024-08-19,meta_ads,ios,CMP-004,kakao,female,25-29,hr,free_active,,,False,,,,13,2,2025-04-22
U-04910,2024-10-03,youtube,ios,CMP-010,kakao,female,20-24,other,free_active,,,False,,,,14,10,2025-03-27
U-04911,2024-08-25,organic,web,,kakao,female,25-29,student,churned,,,False,,2024-10-12,,0,0,2024-10-12
U-04912,2024-11-30,organic,web,,google,female,35-39,office_admin,churned,,,False,,2025-01-06,,0,4,2025-01-06
U-04913,2024-09-30,google_ads,web,CMP-001,email,female,25-29,design,resurrected,monthly_basic,2025-04-02,False,,2024-11-14,,16,4,2025-05-13
U-04914,2024-12-28,content_marketing,ios,CMP-008,email,male,30-34,finance,active,monthly_basic,2025-01-07,False,,,,71,19,2025-05-25
U-04915,2024-08-24,content_marketing,web,CMP-008,email,female,25-29,marketing,churned,,,False,,2024-09-26,,0,12,2024-09-26
U-04916,2024-08-24,meta_ads,web,CMP-005,email,female,20-24,developer,churned,,,False,,2024-09-17,,0,0,2024-09-17
U-04917,2024-11-26,organic,web,,google,female,30-34,sales,churned,,,False,,2025-01-05,,0,0,2025-01-05
U-04918,2024-12-22,content_marketing,web,CMP-007,naver,male,30-34,sales,free_active,,,False,,,,14,3,2025-05-20
U-04919,2024-10-14,content_marketing,web,CMP-007,google,female,30-34,hr,churned,,,False,,2024-11-13,,0,0,2024-11-13
U-04920,2024-11-04,organic,web,,google,female,25-29,design,churned,,,False,,2024-11-27,,0,0,2024-11-27
U-04921,2024-05-29,instagram_influencer,ios,CMP-012,kakao,female,30-34,design,active,monthly_basic,2024-06-06,False,,,,28,9,2025-04-30
U-04922,2024-12-15,organic,web,,email,female,30-34,design,free_active,,,False,,,,18,10,2025-05-16
U-04923,2024-06-11,google_ads,web,CMP-003,google,male,20-24,design,churned,,,False,,2024-07-30,,0,0,2024-07-30
U-04924,2024-11-15,content_marketing,web,CMP-008,kakao,female,25-29,sales,churned,,,False,,2025-01-01,,0,2,2025-01-01
U-04925,2024-09-05,referral,web,CMP-009,kakao,male,25-29,student,churned,,,False,,2024-10-04,,0,0,2024-10-04
U-04926,2024-08-01,organic,ios,,email,female,25-29,sales,churned,,,False,,2024-09-30,,0,0,2024-09-30
U-04927,2024-11-26,google_ads,web,CMP-001,email,female,25-29,sales,active,monthly_basic,2024-12-04,False,,,,43,11,2025-05-24
U-04928,2024-09-13,meta_ads,web,CMP-004,email,female,25-29,marketing,churned,,,False,,2025-01-30,found_alternative,0,0,2024-12-24
U-04929,2024-10-28,organic,web,,kakao,male,30-34,marketing,free_active,,,False,,,,9,4,2025-04-06
U-04930,2024-05-12,google_ads,web,CMP-003,email,female,20-24,student,free_active,,,False,,,,22,15,2025-05-19
U-04931,2024-05-19,meta_ads,ios,CMP-005,email,female,30-34,design,resurrected,monthly_basic,2025-02-09,False,,2024-06-09,,16,1,2025-04-25
U-04932,2024-06-21,organic,web,,kakao,male,30-34,marketing,resurrected,monthly_basic,2025-03-05,False,,2024-07-03,,43,40,2025-05-24
U-04933,2024-10-27,content_marketing,android,CMP-007,kakao,male,25-29,developer,free_active,,,False,,,,6,0,2025-04-16
U-04934,2024-07-12,organic,web,,email,male,35-39,student,free_active,,,False,,,,9,28,2025-03-16
U-04935,2024-09-16,content_marketing,web,CMP-007,kakao,female,25-29,marketing,churned,,,False,,2024-11-14,,0,0,2024-11-14
U-04936,2024-12-12,youtube,web,CMP-010,kakao,male,30-34,student,churned,,,False,,2025-02-28,content_quality,6,2,2025-01-21
U-04937,2024-10-08,instagram_influencer,web,CMP-012,email,female,25-29,finance,churned,,,False,,2024-11-17,,0,8,2024-11-17
U-04938,2024-03-05,organic,web,,kakao,male,25-29,sales,churned,,,False,,2024-03-28,,0,21,2024-03-28
U-04939,2024-12-17,referral,ios,CMP-009,email,female,30-34,office_admin,active,annual_basic,2024-12-24,False,,,,136,64,2025-05-25
U-04940,2024-07-06,content_marketing,web,CMP-007,email,female,35-39,marketing,free_active,,,False,,,,7,5,2025-04-30
