transaction_id,user_id,transaction_date,plan_name,amount,currency,payment_method,status,failure_reason,retry_count
TXN-U-07089-2025-03-13-RES,U-07089,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07111-2025-03-13-RES,U-07111,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09094-2025-03-13,U-09094,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09098-2025-03-13,U-09098,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09100-2025-03-13,U-09100,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09104-2025-03-13,U-09104,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09105-2025-03-13,U-09105,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09109-2025-03-13,U-09109,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09112-2025-03-13,U-09112,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09116-2025-03-13,U-09116,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09123-2025-03-13,U-09123,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09124-2025-03-13,U-09124,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09125-2025-03-13,U-09125,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09128-2025-03-13,U-09128,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09131-2025-03-13,U-09131,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09133-2025-03-13,U-09133,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09135-2025-03-13,U-09135,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09141-2025-03-13-F,U-09141,2025-03-13,monthly_basic,9900,KRW,card,failed,insufficient_funds,0
TXN-U-09143-2025-03-13,U-09143,2025-03-13,annual_basic,99000,KRW,card,completed,,0
TXN-U-09145-2025-03-13,U-09145,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09160-2025-03-13,U-09160,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09162-2025-03-13,U-09162,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09163-2025-03-13,U-09163,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09165-2025-03-13,U-09165,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09166-2025-03-13,U-09166,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09169-2025-03-13-F,U-09169,2025-03-13,annual_basic,99000,KRW,card,failed,card_declined,0
TXN-U-09170-2025-03-13-F,U-09170,2025-03-13,annual_basic,99000,KRW,card,failed,bank_timeout,0
TXN-U-09170-2025-03-13-R,U-09170,2025-03-16,annual_basic,99000,KRW,card,completed,,1
TXN-U-09175-2025-03-13,U-09175,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09176-2025-03-13,U-09176,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09178-2025-03-13,U-09178,2025-03-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09189-2025-03-13,U-09189,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-09191-2025-03-13,U-09191,2025-03-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09194-2025-03-13,U-09194,2025-03-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-00425-2025-03-14-RES,U-00425,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00804-2025-03-14,U-00804,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00856-2025-03-14,U-00856,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01020-2025-03-14-RES,U-01020,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01448-2025-03-14-RES,U-01448,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01565-2025-03-14,U-01565,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01830-2025-03-14,U-01830,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03586-2025-03-14-RES,U-03586,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04552-2025-03-14-RES,U-04552,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04999-2025-03-14,U-04999,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05885-2025-03-14-RES,U-05885,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06724-2025-03-14,U-06724,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06728-2025-03-14,U-06728,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06729-2025-03-14,U-06729,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06731-2025-03-14,U-06731,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06736-2025-03-14,U-06736,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06741-2025-03-14,U-06741,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06742-2025-03-14,U-06742,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06752-2025-03-14,U-06752,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06754-2025-03-14,U-06754,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06761-2025-03-14,U-06761,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06780-2025-03-14,U-06780,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06784-2025-03-14,U-06784,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06788-2025-03-14-F,U-06788,2025-03-14,monthly_pro,19900,KRW,card,failed,bank_timeout,0
TXN-U-06788-2025-03-14-R,U-06788,2025-03-15,monthly_pro,19900,KRW,card,completed,,1
TXN-U-06831-2025-03-14-RES,U-06831,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09207-2025-03-14,U-09207,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09208-2025-03-14,U-09208,2025-03-14,annual_pro,199000,KRW,card,completed,,0
TXN-U-09209-2025-03-14,U-09209,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09220-2025-03-14,U-09220,2025-03-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-09224-2025-03-14,U-09224,2025-03-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-09225-2025-03-14,U-09225,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09226-2025-03-14,U-09226,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09243-2025-03-14,U-09243,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09244-2025-03-14,U-09244,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09250-2025-03-14,U-09250,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09251-2025-03-14,U-09251,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09253-2025-03-14,U-09253,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09258-2025-03-14,U-09258,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09263-2025-03-14,U-09263,2025-03-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-09265-2025-03-14,U-09265,2025-03-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-09267-2025-03-14,U-09267,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09273-2025-03-14,U-09273,2025-03-14,annual_pro,199000,KRW,card,completed,,0
TXN-U-09280-2025-03-14,U-09280,2025-03-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09286-2025-03-14,U-09286,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09290-2025-03-14,U-09290,2025-03-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01310-2025-03-15-RES,U-01310,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01573-2025-03-15-RES,U-01573,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01919-2025-03-15-RES,U-01919,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02613-2025-03-15-RES,U-02613,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03558-2025-03-15-RES,U-03558,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05003-2025-03-15,U-05003,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05022-2025-03-15,U-05022,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05027-2025-03-15,U-05027,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05029-2025-03-15,U-05029,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05030-2025-03-15,U-05030,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05043-2025-03-15,U-05043,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05047-2025-03-15,U-05047,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06496-2025-03-15-RES,U-06496,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06511-2025-03-15-RES,U-06511,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06755-2025-03-15-RES,U-06755,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06793-2025-03-15,U-06793,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06795-2025-03-15,U-06795,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06796-2025-03-15,U-06796,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06804-2025-03-15,U-06804,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06808-2025-03-15,U-06808,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06815-2025-03-15,U-06815,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06822-2025-03-15,U-06822,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06850-2025-03-15-F,U-06850,2025-03-15,monthly_basic,9900,KRW,card,failed,bank_timeout,0
TXN-U-06850-2025-03-15-R,U-06850,2025-03-16,monthly_basic,9900,KRW,card,completed,,1
TXN-U-06853-2025-03-15,U-06853,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06856-2025-03-15,U-06856,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07265-2025-03-15-RES,U-07265,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09294-2025-03-15,U-09294,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09297-2025-03-15,U-09297,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09298-2025-03-15,U-09298,2025-03-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-09320-2025-03-15,U-09320,2025-03-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-09329-2025-03-15,U-09329,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09332-2025-03-15,U-09332,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09334-2025-03-15-F,U-09334,2025-03-15,monthly_basic,9900,KRW,card,failed,insufficient_funds,0
TXN-U-09334-2025-03-15-R,U-09334,2025-03-17,monthly_basic,9900,KRW,card,completed,,1
TXN-U-09335-2025-03-15,U-09335,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09337-2025-03-15,U-09337,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09342-2025-03-15,U-09342,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09346-2025-03-15,U-09346,2025-03-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09353-2025-03-15,U-09353,2025-03-15,annual_pro,199000,KRW,card,completed,,0
TXN-U-09375-2025-03-15,U-09375,2025-03-15,annual_pro,199000,KRW,card,completed,,0
TXN-U-09376-2025-03-15,U-09376,2025-03-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00134-2025-03-16-RES,U-00134,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00739-2025-03-16-RES,U-00739,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01236-2025-03-16-RES,U-01236,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01995-2025-03-16-RES,U-01995,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03091-2025-03-16-RES,U-03091,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03311-2025-03-16-RES,U-03311,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03879-2025-03-16-RES,U-03879,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04941-2025-03-16-RES,U-04941,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05054-2025-03-16,U-05054,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05057-2025-03-16,U-05057,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05059-2025-03-16,U-05059,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05062-2025-03-16,U-05062,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05075-2025-03-16,U-05075,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05081-2025-03-16,U-05081,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05088-2025-03-16,U-05088,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05089-2025-03-16,U-05089,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06092-2025-03-16-RES,U-06092,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06210-2025-03-16-RES,U-06210,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06878-2025-03-16,U-06878,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06883-2025-03-16,U-06883,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06889-2025-03-16,U-06889,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06903-2025-03-16,U-06903,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06905-2025-03-16,U-06905,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06923-2025-03-16,U-06923,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09388-2025-03-16,U-09388,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09389-2025-03-16,U-09389,2025-03-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-09390-2025-03-16,U-09390,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09391-2025-03-16,U-09391,2025-03-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-09401-2025-03-16,U-09401,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09402-2025-03-16-F,U-09402,2025-03-16,annual_basic,99000,KRW,card,failed,expired_card,0
TXN-U-09402-2025-03-16-R,U-09402,2025-03-19,annual_basic,99000,KRW,card,completed,,1
TXN-U-09403-2025-03-16,U-09403,2025-03-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-09408-2025-03-16,U-09408,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09409-2025-03-16,U-09409,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09410-2025-03-16-F,U-09410,2025-03-16,monthly_pro,19900,KRW,card,failed,insufficient_funds,0
TXN-U-09411-2025-03-16,U-09411,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09420-2025-03-16,U-09420,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09422-2025-03-16,U-09422,2025-03-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-09427-2025-03-16-F,U-09427,2025-03-16,monthly_pro,19900,KRW,card,failed,expired_card,0
TXN-U-09429-2025-03-16,U-09429,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09443-2025-03-16,U-09443,2025-03-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-09444-2025-03-16,U-09444,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09447-2025-03-16,U-09447,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09451-2025-03-16,U-09451,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09455-2025-03-16,U-09455,2025-03-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-09459-2025-03-16,U-09459,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09468-2025-03-16,U-09468,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09477-2025-03-16,U-09477,2025-03-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09483-2025-03-16,U-09483,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09486-2025-03-16,U-09486,2025-03-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-09488-2025-03-16,U-09488,2025-03-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-09490-2025-03-16,U-09490,2025-03-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-09492-2025-03-16,U-09492,2025-03-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09498-2025-03-16,U-09498,2025-03-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-01544-2025-03-17-RES,U-01544,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02610-2025-03-17-RES,U-02610,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02856-2025-03-17-RES,U-02856,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03253-2025-03-17-RES,U-03253,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04200-2025-03-17-RES,U-04200,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05102-2025-03-17-F,U-05102,2025-03-17,monthly_basic,9900,KRW,card,failed,expired_card,0
TXN-U-05102-2025-03-17-R,U-05102,2025-03-18,monthly_basic,9900,KRW,card,completed,,1
TXN-U-05113-2025-03-17,U-05113,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05118-2025-03-17,U-05118,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05134-2025-03-17,U-05134,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05135-2025-03-17,U-05135,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05142-2025-03-17,U-05142,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05145-2025-03-17,U-05145,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05150-2025-03-17,U-05150,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06925-2025-03-17,U-06925,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06926-2025-03-17,U-06926,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06927-2025-03-17,U-06927,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-06930-2025-03-17-F,U-06930,2025-03-17,monthly_pro,19900,KRW,card,failed,card_declined,0
TXN-U-06930-2025-03-17-R,U-06930,2025-03-18,monthly_pro,19900,KRW,card,completed,,1
TXN-U-06941-2025-03-17,U-06941,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06943-2025-03-17,U-06943,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06947-2025-03-17,U-06947,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06950-2025-03-17,U-06950,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06953-2025-03-17,U-06953,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06991-2025-03-17,U-06991,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06994-2025-03-17,U-06994,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09501-2025-03-17,U-09501,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09505-2025-03-17,U-09505,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09518-2025-03-17,U-09518,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09524-2025-03-17-F,U-09524,2025-03-17,annual_basic,99000,KRW,card,failed,bank_timeout,0
TXN-U-09524-2025-03-17-R,U-09524,2025-03-19,annual_basic,99000,KRW,card,completed,,1
TXN-U-09528-2025-03-17,U-09528,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09531-2025-03-17,U-09531,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09541-2025-03-17,U-09541,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09542-2025-03-17,U-09542,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09553-2025-03-17,U-09553,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09556-2025-03-17,U-09556,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09574-2025-03-17,U-09574,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09579-2025-03-17,U-09579,2025-03-17,annual_pro,199000,KRW,card,completed,,0
TXN-U-09580-2025-03-17,U-09580,2025-03-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09582-2025-03-17,U-09582,2025-03-17,annual_pro,199000,KRW,card,completed,,0
TXN-U-09585-2025-03-17,U-09585,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09590-2025-03-17,U-09590,2025-03-17,annual_basic,99000,KRW,card,completed,,0
TXN-U-09591-2025-03-17,U-09591,2025-03-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00612-2025-03-18-RES,U-00612,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01302-2025-03-18-RES,U-01302,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02144-2025-03-18-RES,U-02144,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02636-2025-03-18-RES,U-02636,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03194-2025-03-18-RES,U-03194,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03522-2025-03-18-RES,U-03522,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04076-2025-03-18-RES,U-04076,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05158-2025-03-18,U-05158,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05175-2025-03-18,U-05175,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05179-2025-03-18,U-05179,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05186-2025-03-18,U-05186,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05188-2025-03-18,U-05188,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05198-2025-03-18,U-05198,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05524-2025-03-18-RES,U-05524,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05568-2025-03-18-RES,U-05568,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06153-2025-03-18-RES,U-06153,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06311-2025-03-18-RES,U-06311,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-06996-2025-03-18-F,U-06996,2025-03-18,monthly_basic,9900,KRW,card,failed,network_error,0
TXN-U-06996-2025-03-18-R,U-06996,2025-03-19,monthly_basic,9900,KRW,card,completed,,1
TXN-U-07002-2025-03-18,U-07002,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07003-2025-03-18,U-07003,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07021-2025-03-18,U-07021,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-07022-2025-03-18,U-07022,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07029-2025-03-18,U-07029,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-07035-2025-03-18,U-07035,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-07053-2025-03-18,U-07053,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-07063-2025-03-18,U-07063,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09594-2025-03-18-F,U-09594,2025-03-18,monthly_pro,19900,KRW,card,failed,card_declined,0
TXN-U-09594-2025-03-18-R,U-09594,2025-03-19,monthly_pro,19900,KRW,card,completed,,1
TXN-U-09596-2025-03-18,U-09596,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09601-2025-03-18,U-09601,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09608-2025-03-18-F,U-09608,2025-03-18,annual_basic,99000,KRW,card,failed,expired_card,0
TXN-U-09608-2025-03-18-R,U-09608,2025-03-19,annual_basic,99000,KRW,card,completed,,1
TXN-U-09611-2025-03-18,U-09611,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09616-2025-03-18,U-09616,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09617-2025-03-18,U-09617,2025-03-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-09621-2025-03-18,U-09621,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09622-2025-03-18,U-09622,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09626-2025-03-18,U-09626,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09633-2025-03-18-F,U-09633,2025-03-18,monthly_basic,9900,KRW,card,failed,insufficient_funds,0
TXN-U-09634-2025-03-18,U-09634,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09635-2025-03-18,U-09635,2025-03-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-09638-2025-03-18,U-09638,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09644-2025-03-18,U-09644,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09646-2025-03-18-F,U-09646,2025-03-18,annual_basic,99000,KRW,card,failed,expired_card,0
TXN-U-09646-2025-03-18-R,U-09646,2025-03-19,annual_basic,99000,KRW,card,completed,,1
TXN-U-09650-2025-03-18,U-09650,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09651-2025-03-18,U-09651,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09652-2025-03-18,U-09652,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09655-2025-03-18,U-09655,2025-03-18,annual_basic,99000,KRW,card,completed,,0
TXN-U-09657-2025-03-18,U-09657,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09660-2025-03-18,U-09660,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-09661-2025-03-18,U-09661,2025-03-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-09671-2025-03-18,U-09671,2025-03-18,monthly_basic,9900,KRW,card,completed,,0
