push_id,user_id,campaign_id,sent_at,push_type,title,opened,opened_at
PUSH-9bbc841c,U-07544,CMP-003,2025-02-16T18:45:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-9ccb6d13,U-07549,CMP-005,2025-02-16T20:48:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-8f4e279d,U-07558,CMP-010,2025-02-16T20:55:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-f07abbf4,U-07571,CMP-003,2025-02-16T20:15:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-60fedfe8,U-07623,CMP-006,2025-02-16T18:25:00,system,강의 업데이트 알림,False,
PUSH-79e3aa0b,U-07634,,2025-02-16T18:09:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-c22628e8,U-07636,CMP-006,2025-02-16T12:13:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-c0a0ab81,U-07643,CMP-002,2025-02-16T12:13:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-1b758c42,U-07650,CMP-001,2025-02-16T20:44:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,True,2025-02-16T20:55:00
PUSH-7def5b0b,U-07659,CMP-007,2025-02-16T20:42:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-f268941f,U-07667,CMP-011,2025-02-16T20:31:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-01a8d270,U-07679,CMP-001,2025-02-16T18:55:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-2cfaee9d,U-07681,CMP-005,2025-02-16T14:54:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-8e2e0f6e,U-07682,CMP-002,2025-02-16T20:57:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-35595056,U-00077,CMP-009,2025-02-17T20:48:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-89f3e4dd,U-00210,CMP-009,2025-02-17T14:25:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-d9ea3a6e,U-00371,CMP-011,2025-02-17T12:41:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-60e94970,U-00463,,2025-02-17T12:09:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-19adbab8,U-00647,,2025-02-17T20:27:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-cd38f0bd,U-00655,CMP-011,2025-02-17T14:27:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-e2d23607,U-00693,CMP-002,2025-02-17T18:15:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-cdf0f88f,U-00703,CMP-010,2025-02-17T20:20:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-a644909d,U-00755,CMP-009,2025-02-17T12:27:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-fea0f54b,U-00803,CMP-002,2025-02-17T20:16:00,system,새로운 기능이 추가됐어요,False,
PUSH-e1c97c7a,U-00846,CMP-003,2025-02-17T12:29:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-3b91f0d8,U-00902,CMP-010,2025-02-17T14:27:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-ebe1a70a,U-01129,CMP-010,2025-02-17T20:21:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-4ae783ab,U-01580,CMP-009,2025-02-17T10:37:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,True,2025-02-17T12:20:00
PUSH-a71f6de9,U-01735,CMP-010,2025-02-17T12:16:00,system,새로운 기능이 추가됐어요,False,
PUSH-8c0e0808,U-01804,,2025-02-17T20:55:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-c8eb7fdd,U-01834,CMP-009,2025-02-17T12:44:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-6567982b,U-02171,CMP-010,2025-02-17T14:40:00,lesson_reminder,학습 루틴을 이어가세요 💪,True,2025-02-17T14:46:00
PUSH-3f9889ce,U-02210,CMP-009,2025-02-17T12:12:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-48304196,U-02422,CMP-013,2025-02-17T12:27:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-99ff1ac3,U-02662,CMP-007,2025-02-17T20:25:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-17T22:18:00
PUSH-27eaad64,U-03055,CMP-010,2025-02-17T18:46:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-4380a6e2,U-03230,CMP-007,2025-02-17T18:26:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,True,2025-02-17T19:00:00
PUSH-1fe93d1a,U-03267,CMP-008,2025-02-17T12:33:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,True,2025-02-17T14:26:00
PUSH-98c5c926,U-03510,CMP-011,2025-02-17T12:11:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-e3cc81ee,U-03528,,2025-02-17T20:05:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-abaf35a5,U-03687,CMP-007,2025-02-17T18:58:00,system,강의 업데이트 알림,False,
PUSH-8b775a8c,U-03784,CMP-007,2025-02-17T20:48:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-7a960ca1,U-04077,CMP-009,2025-02-17T10:27:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-1a5a9713,U-04350,,2025-02-17T10:29:00,lesson_reminder,학습 루틴을 이어가세요 💪,True,2025-02-17T10:55:00
PUSH-9d0c65ae,U-04514,CMP-010,2025-02-17T12:15:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-ad8f00c4,U-05098,CMP-009,2025-02-17T20:45:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-07294167,U-05142,CMP-010,2025-02-17T18:16:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-8c66e54e,U-05255,,2025-02-17T12:03:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-99324391,U-05269,CMP-009,2025-02-17T12:47:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-07c909a7,U-05461,CMP-009,2025-02-17T10:15:00,system,강의 업데이트 알림,False,
PUSH-7d958eb5,U-05791,CMP-010,2025-02-17T20:45:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-597fb59a,U-06028,,2025-02-17T14:02:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-27888d0b,U-06178,,2025-02-17T10:45:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-77880be3,U-06478,CMP-009,2025-02-17T18:31:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-9659dd5f,U-06505,CMP-001,2025-02-17T14:54:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-bb4b59b1,U-06563,CMP-009,2025-02-17T10:32:00,system,강의 업데이트 알림,False,
PUSH-d8ce85e0,U-06690,CMP-007,2025-02-17T18:42:00,system,새로운 기능이 추가됐어요,False,
PUSH-2725db44,U-06729,CMP-008,2025-02-17T18:55:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-73253d4b,U-07042,CMP-003,2025-02-17T14:56:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-4ba118e8,U-07106,CMP-007,2025-02-17T20:11:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-17T22:07:00
PUSH-5015d442,U-07203,CMP-010,2025-02-17T12:46:00,lesson_reminder,학습 루틴을 이어가세요 💪,True,2025-02-17T12:53:00
PUSH-fa0022f1,U-07208,CMP-001,2025-02-17T10:44:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-4876f875,U-07218,CMP-010,2025-02-17T20:57:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-02ff38de,U-07323,CMP-008,2025-02-17T20:38:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-cedc4096,U-07388,,2025-02-17T20:00:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-74e58214,U-07432,CMP-012,2025-02-17T18:11:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-c81b3d11,U-07435,,2025-02-17T14:01:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-cee5a230,U-07438,CMP-001,2025-02-17T20:27:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-885cf4a3,U-07472,,2025-02-17T18:04:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-17T18:42:00
PUSH-a16cd2b1,U-07564,CMP-008,2025-02-17T20:13:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-abca39ff,U-07568,CMP-001,2025-02-17T18:39:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,True,2025-02-17T19:27:00
PUSH-ea3942d2,U-07606,,2025-02-17T14:27:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-cde55dff,U-07625,CMP-011,2025-02-17T18:33:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-25c5dc57,U-07629,CMP-007,2025-02-17T12:34:00,system,새로운 기능이 추가됐어요,False,
PUSH-ce25fadc,U-07637,CMP-010,2025-02-17T20:54:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-5dea81b8,U-07643,CMP-002,2025-02-17T20:37:00,re_engagement,돌아오신 것을 환영해요!,True,2025-02-17T21:17:00
PUSH-42821339,U-07644,CMP-009,2025-02-17T20:29:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-17T21:38:00
PUSH-478896df,U-07649,CMP-001,2025-02-17T12:27:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-827a08c5,U-07658,,2025-02-17T20:38:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-17T21:28:00
PUSH-594653fc,U-07665,CMP-003,2025-02-17T14:54:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-53790b51,U-07668,CMP-008,2025-02-17T18:57:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-8a2b695b,U-07673,CMP-005,2025-02-17T18:10:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-17T18:43:00
PUSH-5b5a563b,U-07677,CMP-012,2025-02-17T10:38:00,re_engagement,돌아오신 것을 환영해요!,True,2025-02-17T11:23:00
PUSH-c06f10f0,U-07688,CMP-010,2025-02-17T10:07:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-831b962c,U-07692,,2025-02-17T14:33:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-ae9e4e10,U-07698,CMP-007,2025-02-17T14:49:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-1f128345,U-07704,CMP-003,2025-02-17T20:20:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-1f170d8d,U-07718,CMP-006,2025-02-17T20:19:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,True,2025-02-17T22:14:00
PUSH-7c9d0045,U-07727,CMP-009,2025-02-17T12:03:00,system,강의 업데이트 알림,False,
PUSH-178f5e1b,U-07732,CMP-004,2025-02-17T20:45:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-b6362677,U-00315,CMP-009,2025-02-18T20:37:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-ec09f4ce,U-00317,CMP-010,2025-02-18T18:13:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-cb9ac663,U-00511,,2025-02-18T20:24:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-af03f338,U-00784,CMP-009,2025-02-18T18:27:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-a99fa1aa,U-01045,CMP-011,2025-02-18T20:21:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-4c73a9db,U-01048,,2025-02-18T12:59:00,system,강의 업데이트 알림,False,
PUSH-44a870a1,U-01220,CMP-011,2025-02-18T12:34:00,system,강의 업데이트 알림,False,
PUSH-8d0e0378,U-01767,,2025-02-18T12:32:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-7b3aee9b,U-01964,,2025-02-18T20:00:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-5a769348,U-02277,CMP-009,2025-02-18T20:44:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-eec6f28c,U-02540,,2025-02-18T18:30:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-18T18:46:00
PUSH-f0584a19,U-02548,CMP-003,2025-02-18T20:51:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-46049049,U-02639,CMP-002,2025-02-18T10:46:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-0a5cef3c,U-02641,CMP-008,2025-02-18T12:40:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-f3bfba2a,U-02685,CMP-011,2025-02-18T14:46:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-1aa275ff,U-02714,,2025-02-18T20:43:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-18T21:19:00
PUSH-93954005,U-02916,,2025-02-18T20:45:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-eac3226d,U-02976,,2025-02-18T20:30:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-be02cdc5,U-03166,CMP-003,2025-02-18T20:58:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-18T20:59:00
PUSH-8faa0023,U-03273,CMP-002,2025-02-18T20:11:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-547e1de4,U-03640,CMP-007,2025-02-18T14:11:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-f365b852,U-03855,CMP-011,2025-02-18T10:46:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-83aeda6d,U-04070,CMP-009,2025-02-18T20:21:00,system,새로운 기능이 추가됐어요,False,
PUSH-0033713d,U-04314,,2025-02-18T12:04:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-18T12:28:00
PUSH-114a6e02,U-04350,,2025-02-18T14:12:00,system,강의 업데이트 알림,False,
PUSH-775a4aca,U-04445,CMP-003,2025-02-18T20:01:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,True,2025-02-18T21:31:00
PUSH-598f9dea,U-04584,CMP-009,2025-02-18T10:58:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-0f3e1b92,U-04789,,2025-02-18T14:56:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-4abc6bf9,U-05059,CMP-009,2025-02-18T20:31:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-2f0ad2e7,U-05303,CMP-009,2025-02-18T18:15:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-d1b0c2d6,U-05432,,2025-02-18T10:20:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-e17c0dfc,U-05504,CMP-008,2025-02-18T10:56:00,promotion,새로운 AI 강의가 출시됐어요!,True,2025-02-18T11:20:00
PUSH-1c1598d0,U-05583,CMP-010,2025-02-18T10:32:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-3f4b501f,U-05993,CMP-001,2025-02-18T10:57:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-98b0410f,U-05994,CMP-010,2025-02-18T20:21:00,system,강의 업데이트 알림,False,
PUSH-bd055b76,U-06389,CMP-011,2025-02-18T18:08:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-182e9238,U-06436,,2025-02-18T20:49:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-f652e302,U-06478,CMP-009,2025-02-18T12:43:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-c25b59e9,U-06603,,2025-02-18T14:45:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-b15fb98e,U-06877,CMP-003,2025-02-18T10:00:00,system,강의 업데이트 알림,False,
PUSH-95aaf659,U-06971,CMP-002,2025-02-18T18:37:00,promotion,수료증 발급 가능한 강의를 확인해보세요,True,2025-02-18T18:54:00
PUSH-2e48f4d7,U-07301,CMP-011,2025-02-18T12:49:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-779901f7,U-07449,CMP-002,2025-02-18T20:13:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-ccf135db,U-07480,CMP-003,2025-02-18T12:02:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-ce77dcf7,U-07486,CMP-010,2025-02-18T20:28:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-685f6000,U-07496,CMP-008,2025-02-18T12:09:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-a9c3daca,U-07538,,2025-02-18T20:28:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-965ac75a,U-07565,CMP-007,2025-02-18T20:58:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-ac771b85,U-07582,CMP-008,2025-02-18T18:44:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-11ea06b2,U-07641,CMP-002,2025-02-18T12:38:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,True,2025-02-18T13:28:00
PUSH-dd802e74,U-07646,,2025-02-18T20:01:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-9b2d6bb4,U-07670,,2025-02-18T20:46:00,re_engagement,돌아오신 것을 환영해요!,True,2025-02-18T21:03:00
PUSH-4ef24bfc,U-07686,CMP-009,2025-02-18T14:03:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-3e0078f1,U-07786,CMP-003,2025-02-18T18:55:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-d492e104,U-07807,CMP-004,2025-02-18T14:57:00,system,강의 업데이트 알림,True,2025-02-18T15:46:00
PUSH-452aee7f,U-07822,,2025-02-18T20:13:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-06a7b6e5,U-07823,CMP-001,2025-02-18T12:58:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-2c7b9bb9,U-07824,CMP-011,2025-02-18T18:36:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-61c0d31d,U-07831,,2025-02-18T18:08:00,lesson_reminder,학습 루틴을 이어가세요 💪,True,2025-02-18T19:01:00
PUSH-2203eb56,U-07836,CMP-003,2025-02-18T20:06:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-989e9f9c,U-07838,CMP-005,2025-02-18T12:22:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,True,2025-02-18T13:21:00
PUSH-2800dd51,U-00084,CMP-009,2025-02-19T20:46:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,True,2025-02-19T22:21:00
PUSH-a0b77729,U-00165,CMP-012,2025-02-19T20:06:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-6b99d770,U-00414,CMP-010,2025-02-19T14:08:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-19T15:19:00
PUSH-a4a5dd04,U-00755,CMP-009,2025-02-19T14:16:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-a85b89d0,U-00831,,2025-02-19T10:19:00,lesson_reminder,학습 루틴을 이어가세요 💪,True,2025-02-19T10:53:00
PUSH-826cc21c,U-00848,CMP-008,2025-02-19T12:28:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-ad3ea89d,U-01094,CMP-002,2025-02-19T20:28:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-f996db09,U-01418,,2025-02-19T20:52:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-5c0aae95,U-01768,CMP-009,2025-02-19T18:11:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-34833b6b,U-01893,,2025-02-19T12:36:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-cceabe16,U-01927,CMP-010,2025-02-19T18:22:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-6d64cd1c,U-02292,CMP-009,2025-02-19T18:02:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-cad4c2df,U-02382,CMP-010,2025-02-19T12:28:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-8df64eef,U-02534,CMP-007,2025-02-19T10:12:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-3bdf50b7,U-02709,CMP-007,2025-02-19T18:23:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-4ebd286e,U-02729,CMP-009,2025-02-19T20:44:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-2fe3ff64,U-02883,CMP-011,2025-02-19T12:25:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-3cfce00c,U-02923,CMP-003,2025-02-19T18:16:00,system,강의 업데이트 알림,False,
PUSH-5e38ef5c,U-02973,CMP-002,2025-02-19T10:59:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-ad149971,U-03570,CMP-003,2025-02-19T12:39:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-712a20ba,U-03676,CMP-011,2025-02-19T12:29:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-575d0319,U-03791,CMP-001,2025-02-19T12:45:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-fa22787d,U-03979,,2025-02-19T18:14:00,promotion,수료증 발급 가능한 강의를 확인해보세요,True,2025-02-19T18:33:00
PUSH-6dbbaeb9,U-04006,CMP-011,2025-02-19T18:45:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-8c17ae81,U-05003,CMP-001,2025-02-19T10:54:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-e00bbaa0,U-05094,CMP-007,2025-02-19T12:09:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,True,2025-02-19T13:48:00
PUSH-4403a01d,U-05138,CMP-003,2025-02-19T12:04:00,promotion,🎉 이번 주 한정! Pro 플랜 30% 할인,False,
PUSH-f02ee8f8,U-05150,CMP-002,2025-02-19T14:02:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-5871f881,U-05310,,2025-02-19T10:00:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,True,2025-02-19T11:52:00
PUSH-9a63f2ca,U-05470,,2025-02-19T20:24:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,True,2025-02-19T21:15:00
PUSH-d4df5cf3,U-05508,CMP-010,2025-02-19T14:08:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-7d388685,U-05534,CMP-013,2025-02-19T18:10:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-49dbade2,U-05738,CMP-011,2025-02-19T10:45:00,promotion,수료증 발급 가능한 강의를 확인해보세요,True,2025-02-19T11:54:00
PUSH-d0a1b779,U-06019,CMP-012,2025-02-19T20:23:00,promotion,수료증 발급 가능한 강의를 확인해보세요,False,
PUSH-240e7c09,U-06252,,2025-02-19T20:12:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-25114364,U-06522,CMP-001,2025-02-19T20:27:00,system,강의 업데이트 알림,False,
PUSH-9e26e2eb,U-06697,,2025-02-19T12:56:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-9a66fea6,U-06726,CMP-005,2025-02-19T20:15:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-7501ef1c,U-06817,,2025-02-19T20:05:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-c88ca395,U-07010,CMP-011,2025-02-19T14:22:00,system,새로운 기능이 추가됐어요,False,
PUSH-93a79c8f,U-07029,CMP-009,2025-02-19T10:21:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-ff256a9d,U-07110,CMP-008,2025-02-19T10:02:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-6d00551b,U-07182,CMP-003,2025-02-19T20:21:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-a77fd9c2,U-07263,CMP-011,2025-02-19T18:51:00,system,강의 업데이트 알림,False,
PUSH-42b55499,U-07285,CMP-002,2025-02-19T20:30:00,promotion,새로운 AI 강의가 출시됐어요!,False,
PUSH-a2ecb933,U-07297,CMP-011,2025-02-19T10:08:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-cd438483,U-07558,CMP-010,2025-02-19T12:53:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-00c6d48f,U-07733,CMP-011,2025-02-19T18:01:00,lesson_reminder,어제 멈춘 곳부터 다시 시작해볼까요?,False,
PUSH-31e93b42,U-07752,CMP-011,2025-02-19T14:55:00,re_engagement,돌아오신 것을 환영해요!,True,2025-02-19T16:02:00
PUSH-ced6e67c,U-07775,CMP-002,2025-02-19T20:15:00,re_engagement,돌아오신 것을 환영해요!,False,
PUSH-42750bf3,U-07790,,2025-02-19T10:55:00,re_engagement,스타티에서 배움을 이어가세요,False,
PUSH-726e4a8f,U-07811,CMP-011,2025-02-19T20:03:00,system,강의 업데이트 알림,False,
PUSH-e355f38b,U-07825,CMP-013,2025-02-19T14:17:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-3d750e51,U-07852,CMP-007,2025-02-19T18:00:00,re_engagement,오랜만이에요! 새로운 강의를 확인해보세요 👋,False,
PUSH-87c85f36,U-07871,CMP-009,2025-02-19T10:07:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-be15d3cd,U-07890,CMP-008,2025-02-19T12:59:00,lesson_reminder,학습 루틴을 이어가세요 💪,False,
PUSH-4f67fe7d,U-07895,CMP-001,2025-02-19T10:11:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
PUSH-93cde451,U-07928,CMP-001,2025-02-19T10:31:00,lesson_reminder,오늘의 강의가 기다리고 있어요! 📚,False,
PUSH-11ab88b9,U-07944,CMP-008,2025-02-19T10:51:00,system,새로운 기능이 추가됐어요,False,
PUSH-3a8dea2f,U-00004,CMP-010,2025-02-20T20:53:00,system,이번 달 학습 리포트가 준비됐어요 📊,False,
